rsid,chr,pos,pvalue,gene,gene_id,distance_to_gene,gene_position,grass_score,grass_confidence
rs75424998,6,32472830,4.897790000000001e-18,HLA-DRB5,ENSG00000198502,12290,upstream,,
rs112870813,6,32491199,4.897790000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9469151,6,32480371,4.897790000000001e-18,HLA-DRB5,ENSG00000198502,4749,upstream,,
rs9264188,6,31220109,5.5539200000000004e-18,HLA-C,ENSG00000204525,16417,upstream,,
rs9270026,6,32553262,5.01187e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs67062152,6,32527025,5.01187e-18,HLA-DRB1,ENSG00000196126,19521,upstream,,
rs9269816,6,32549727,5.01187e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs115731929,6,32496295,5.01187e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs79696067,6,32469825,5.01187e-18,HLA-DRB5,ENSG00000198502,15295,upstream,,
rs116001816,6,32473686,5.01187e-18,HLA-DRB5,ENSG00000198502,11434,upstream,,
rs143508244,6,32488011,5.01187e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs78242887,6,32472899,5.01187e-18,HLA-DRB5,ENSG00000198502,12221,upstream,,
rs72849286,6,32472873,5.01187e-18,HLA-DRB5,ENSG00000198502,12247,upstream,,
rs34578704,6,32555779,5.12861e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs72492336,6,32527112,5.12861e-18,HLA-DRB1,ENSG00000196126,19434,upstream,,
rs9270066,6,32554025,5.12861e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs115022629,6,32534590,5.12861e-18,HLA-DRB1,ENSG00000196126,11956,upstream,,
rs189231639,6,32495784,5.12861e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs183233576,6,32495781,5.12861e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs79747029,6,32473889,5.12861e-18,HLA-DRB5,ENSG00000198502,11231,upstream,,
rs74696032,6,32473866,5.12861e-18,HLA-DRB5,ENSG00000198502,11254,upstream,,
rs116691706,6,32469222,5.12861e-18,HLA-DRB5,ENSG00000198502,15898,upstream,,
rs112707813,6,32473412,5.12861e-18,HLA-DRB5,ENSG00000198502,11708,upstream,,
rs112135250,6,32482504,5.12861e-18,HLA-DRB5,ENSG00000198502,2616,upstream,,
rs111537693,6,32482481,5.12861e-18,HLA-DRB5,ENSG00000198502,2639,upstream,,
rs114313885,6,32473628,5.12861e-18,HLA-DRB5,ENSG00000198502,11492,upstream,,
rs114666889,6,32473636,5.12861e-18,HLA-DRB5,ENSG00000198502,11484,upstream,,
rs115214341,6,32473641,5.12861e-18,HLA-DRB5,ENSG00000198502,11479,upstream,,
rs77484451,6,32472893,5.12861e-18,HLA-DRB5,ENSG00000198502,12227,upstream,,
rs80326593,6,32472827,5.12861e-18,HLA-DRB5,ENSG00000198502,12293,upstream,,
rs72849289,6,32479625,5.12861e-18,HLA-DRB5,ENSG00000198502,5495,upstream,,
rs146711239,6,32495746,5.12861e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs1049062,6,32634302,1.1749e-17,HLA-DQA1,ENSG00000196735,19463,downstream,,
rs1049062,6,32634302,1.1749e-17,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9273821,6,32629543,5.37032e-18,HLA-DQA1,ENSG00000196735,14704,downstream,,
rs9273821,6,32629543,5.37032e-18,HLA-DQB1,ENSG00000179344,0,intronic,,
rs72853943,6,32509260,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,11196,downstream,,
rs9270062,6,32553995,5.248070000000001e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9269282,6,32539339,5.248070000000001e-18,HLA-DRB1,ENSG00000196126,7207,upstream,,
rs77087101,6,32534605,5.248070000000001e-18,HLA-DRB1,ENSG00000196126,11941,upstream,,
rs533358873,6,32494989,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs138063539,6,32496314,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs112146790,6,32490908,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs80281605,6,32469505,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,15615,upstream,,
rs74673002,6,32469496,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,15624,upstream,,
rs78819244,6,32469510,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,15610,upstream,,
rs75238419,6,32469491,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,15629,upstream,,
rs113506020,6,32482261,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,2859,upstream,,
rs114716760,6,32482279,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,2841,upstream,,
rs562851322,6,32482216,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,2904,upstream,,
rs111863034,6,32473388,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,11732,upstream,,
rs533509110,6,32482220,5.248070000000001e-18,HLA-DRB5,ENSG00000198502,2900,upstream,,
rs113169828,6,32484743,5.37032e-18,HLA-DRB5,ENSG00000198502,377,upstream,,
rs62405576,6,32484706,5.37032e-18,HLA-DRB5,ENSG00000198502,414,upstream,,
rs188738201,6,32474550,5.37032e-18,HLA-DRB5,ENSG00000198502,10570,upstream,,
rs112498945,6,32496346,5.37032e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs77932560,6,32473832,5.37032e-18,HLA-DRB5,ENSG00000198502,11288,upstream,,
rs144026893,6,32479591,5.37032e-18,HLA-DRB5,ENSG00000198502,5529,upstream,,
rs138371581,6,32479589,5.37032e-18,HLA-DRB5,ENSG00000198502,5531,upstream,,
rs28793944,6,32528004,5.495410000000001e-18,HLA-DRB1,ENSG00000196126,18542,upstream,,
rs79088780,6,32617512,5.495410000000001e-18,HLA-DQA1,ENSG00000196735,2673,downstream,,
rs79088780,6,32617512,5.495410000000001e-18,HLA-DQB1,ENSG00000179344,9732,upstream,,
rs9270271,6,32557209,5.495410000000001e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs72849287,6,32473321,5.495410000000001e-18,HLA-DRB5,ENSG00000198502,11799,upstream,,
rs115284487,6,32482525,5.495410000000001e-18,HLA-DRB5,ENSG00000198502,2595,upstream,,
rs113104010,6,32482544,5.495410000000001e-18,HLA-DRB5,ENSG00000198502,2576,upstream,,
rs116112640,6,32479603,5.495410000000001e-18,HLA-DRB5,ENSG00000198502,5517,upstream,,
rs147295786,6,32479598,5.495410000000001e-18,HLA-DRB5,ENSG00000198502,5522,upstream,,
rs142408103,6,32491945,5.495410000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs73729753,6,32479582,5.495410000000001e-18,HLA-DRB5,ENSG00000198502,5538,upstream,,
rs9269376,6,32540897,5.62341e-18,HLA-DRB1,ENSG00000196126,5649,upstream,,
rs149318044,6,32537511,5.62341e-18,HLA-DRB1,ENSG00000196126,9035,upstream,,
rs112918203,6,32480282,5.62341e-18,HLA-DRB5,ENSG00000198502,4838,upstream,,
rs116089647,6,32491900,5.62341e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs114786900,6,32491902,5.62341e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs112103673,6,32491659,5.62341e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs112441817,6,32493977,5.62341e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs373974466,6,32492930,5.62341e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs534819727,6,32481692,4.16869e-13,HLA-DRB5,ENSG00000198502,3428,upstream,,
rs13204842,6,15502668,8.62899e-10,JARID2,ENSG00000008083,0,intronic,,
rs112652539,6,32503128,5.7544e-18,HLA-DRB5,ENSG00000198502,5064,downstream,,
rs116151010,6,32514763,5.7544e-18,HLA-DRB5,ENSG00000198502,16699,downstream,,
rs9269657,6,32546205,5.7544e-18,HLA-DRB1,ENSG00000196126,341,upstream,,
rs9269656,6,32546203,5.7544e-18,HLA-DRB1,ENSG00000196126,343,upstream,,
rs77858388,6,32526619,5.7544e-18,HLA-DRB1,ENSG00000196126,19927,upstream,,
rs116218325,6,32526611,5.7544e-18,HLA-DRB1,ENSG00000196126,19935,upstream,,
rs201277028,6,32526612,5.7544e-18,HLA-DRB1,ENSG00000196126,19934,upstream,,
rs116346282,6,32491333,5.7544e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs376343292,6,32514901,5.7544e-18,HLA-DRB5,ENSG00000198502,16837,downstream,,
rs79184871,6,32473972,5.7544e-18,HLA-DRB5,ENSG00000198502,11148,upstream,,
rs558792088,6,32493994,5.7544e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs3104377,6,32599689,5.7544e-18,HLA-DQA1,ENSG00000196735,0,intronic,,
rs2857606,6,31523207,3.23594e-14,ATP6V1G2-DDX39B,ENSG00000254870,8822,downstream,,
rs2857606,6,31523207,3.23594e-14,DDX39B,ENSG00000198563,12982,downstream,,
rs2857606,6,31523207,3.23594e-14,ATP6V1G2,ENSG00000213760,7003,downstream,,
rs2857606,6,31523207,3.23594e-14,NFKBIL1,ENSG00000204498,0,intronic,,
rs2857606,6,31523207,3.23594e-14,LTA,ENSG00000226979,16624,upstream,,
rs71538523,6,32536504,5.888440000000002e-18,HLA-DRB1,ENSG00000196126,10042,upstream,,
rs9269339,6,32540331,5.888440000000002e-18,HLA-DRB1,ENSG00000196126,6215,upstream,,
rs9269622,6,32545523,5.888440000000002e-18,HLA-DRB1,ENSG00000196126,1023,upstream,,
rs116076321,6,32491324,5.888440000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs140199892,6,32473157,5.888440000000002e-18,HLA-DRB5,ENSG00000198502,11963,upstream,,
rs111894799,6,32473167,5.888440000000002e-18,HLA-DRB5,ENSG00000198502,11953,upstream,,
rs79050133,6,32481680,5.888440000000002e-18,HLA-DRB5,ENSG00000198502,3440,upstream,,
rs3130435,6,31219805,6.634370000000002e-18,HLA-C,ENSG00000204525,16721,upstream,,
rs3998182,6,32561915,6.0256e-18,HLA-DRB1,ENSG00000196126,4290,downstream,,
rs114924039,6,32514794,6.0256e-18,HLA-DRB5,ENSG00000198502,16730,downstream,,
rs115351077,6,32537900,6.0256e-18,HLA-DRB1,ENSG00000196126,8646,upstream,,
rs9272605,6,32607728,6.0256e-18,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272605,6,32607728,6.0256e-18,HLA-DQB1,ENSG00000179344,19516,upstream,,
rs570494819,6,32493038,6.0256e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs570284595,6,32493008,6.0256e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs537372552,6,32493009,6.0256e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs113151974,6,32488037,6.0256e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs79187454,6,32499123,6.0256e-18,HLA-DRB5,ENSG00000198502,1059,downstream,,
rs75793795,6,32499131,6.0256e-18,HLA-DRB5,ENSG00000198502,1067,downstream,,
rs78135308,6,32492146,6.0256e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs113934686,6,32491971,6.0256e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9269858,6,32550426,6.165950000000002e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9271109,6,32576687,6.165950000000002e-18,HLA-DRB1,ENSG00000196126,19062,downstream,,
rs9271109,6,32576687,6.165950000000002e-18,HLA-DQA1,ENSG00000196735,19269,upstream,,
rs150400275,6,32488059,6.165950000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs72508420,6,32479456,6.165950000000002e-18,HLA-DRB5,ENSG00000198502,5664,upstream,,
rs73729754,6,32479668,6.165950000000002e-18,HLA-DRB5,ENSG00000198502,5452,upstream,,
rs80011953,6,32487649,6.165950000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs72508435,6,32487662,6.165950000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs73403198,6,32473419,6.165950000000002e-18,HLA-DRB5,ENSG00000198502,11701,upstream,,
rs60993360,6,32473694,6.165950000000002e-18,HLA-DRB5,ENSG00000198502,11426,upstream,,
rs112037641,6,32489259,6.165950000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs114011941,6,32487978,6.309570000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs139753177,6,32478619,6.309570000000002e-18,HLA-DRB5,ENSG00000198502,6501,upstream,,
rs565684347,6,32492964,6.309570000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs530308982,6,32492966,6.309570000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs116819869,6,32489247,6.309570000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs112594243,6,32489254,6.309570000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs113965088,6,32486456,6.309570000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs113319840,6,32507441,6.456540000000002e-18,HLA-DRB5,ENSG00000198502,9377,downstream,,
rs9270741,6,32568195,6.456540000000002e-18,HLA-DRB1,ENSG00000196126,10570,downstream,,
rs9270740,6,32568193,6.456540000000002e-18,HLA-DRB1,ENSG00000196126,10568,downstream,,
rs9269439,6,32541898,6.456540000000002e-18,HLA-DRB1,ENSG00000196126,4648,upstream,,
rs9270322,6,32557776,6.456540000000002e-18,HLA-DRB1,ENSG00000196126,151,downstream,,
rs535042292,6,32494125,6.456540000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs556542190,6,32494126,6.456540000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs375383446,6,32468702,6.456540000000002e-18,HLA-DRB5,ENSG00000198502,16418,upstream,,
rs540780180,6,32468744,6.456540000000002e-18,HLA-DRB5,ENSG00000198502,16376,upstream,,
rs112951059,6,32479534,6.456540000000002e-18,HLA-DRB5,ENSG00000198502,5586,upstream,,
rs68148149,6,32511725,6.606930000000002e-18,HLA-DRB5,ENSG00000198502,13661,downstream,,
rs9269649,6,32546067,6.606930000000002e-18,HLA-DRB1,ENSG00000196126,479,upstream,,
rs34288859,6,32545996,6.606930000000002e-18,HLA-DRB1,ENSG00000196126,550,upstream,,
rs138246653,6,32488519,6.606930000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs71538517,6,32535399,6.606930000000002e-18,HLA-DRB1,ENSG00000196126,11147,upstream,,
rs79601710,6,32472593,6.606930000000002e-18,HLA-DRB5,ENSG00000198502,12527,upstream,,
rs74930081,6,32474088,6.606930000000002e-18,HLA-DRB5,ENSG00000198502,11032,upstream,,
rs72508421,6,32479491,6.606930000000002e-18,HLA-DRB5,ENSG00000198502,5629,upstream,,
rs369557153,6,32496523,6.606930000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs111911331,6,32493298,6.606930000000002e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs114340096,6,32480262,6.76083e-18,HLA-DRB5,ENSG00000198502,4858,upstream,,
rs112886967,6,32480285,6.76083e-18,HLA-DRB5,ENSG00000198502,4835,upstream,,
rs377523750,6,32496547,6.76083e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs115356556,6,32496609,6.76083e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs114730467,6,32491153,6.76083e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs67456882,6,32496180,6.76083e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9269397,6,32541292,6.76083e-18,HLA-DRB1,ENSG00000196126,5254,upstream,,
rs113986678,6,32497205,6.76083e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs200947640,6,32537456,6.9183100000000024e-18,HLA-DRB1,ENSG00000196126,9090,upstream,,
rs75427248,6,32472605,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,12515,upstream,,
rs75176490,6,32472604,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,12516,upstream,,
rs77693147,6,32469247,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,15873,upstream,,
rs114227752,6,32479232,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,5888,upstream,,
rs34413716,6,32496943,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs529557359,6,32490848,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs566929862,6,32490870,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs534289980,6,32490871,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs551839031,6,32490868,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs73726196,6,32492261,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs112703392,6,32479016,6.9183100000000024e-18,HLA-DRB5,ENSG00000198502,6104,upstream,,
rs73727334,6,32570667,7.079460000000001e-18,HLA-DRB1,ENSG00000196126,13042,downstream,,
rs538742897,6,32526773,7.079460000000001e-18,HLA-DRB1,ENSG00000196126,19773,upstream,,
rs9269634,6,32545706,7.079460000000001e-18,HLA-DRB1,ENSG00000196126,840,upstream,,
rs115493740,6,32838539,7.20112e-18,PSMB9,ENSG00000240065,11177,downstream,,
rs115493740,6,32838539,7.20112e-18,TAP1,ENSG00000168394,16784,downstream,,
rs73726187,6,32491461,7.079460000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs147478643,6,32499006,7.079460000000001e-18,HLA-DRB5,ENSG00000198502,942,downstream,,
rs139212224,6,32496628,7.079460000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs114312361,6,32496676,7.079460000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs73726192,6,32492198,7.079460000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs116504658,6,32537906,7.244360000000001e-18,HLA-DRB1,ENSG00000196126,8640,upstream,,
rs114553448,6,32537139,7.244360000000001e-18,HLA-DRB1,ENSG00000196126,9407,upstream,,
rs3134992,6,32638783,7.244360000000001e-18,HLA-DQB1,ENSG00000179344,2623,downstream,,
rs62405634,6,32514623,7.244360000000001e-18,HLA-DRB5,ENSG00000198502,16559,downstream,,
rs75224370,6,32492320,7.244360000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs73726200,6,32492592,7.244360000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs114195502,6,32486943,7.244360000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs150596400,6,32486953,7.244360000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs200439840,6,32487913,7.244360000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs113454243,6,32494723,7.244360000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs2076523,6,32370835,2.32161e-10,BTNL2,ENSG00000204290,0,intronic,,
rs61146035,6,32496467,7.244360000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs140190321,6,32511008,7.4131e-18,HLA-DRB5,ENSG00000198502,12944,downstream,,
rs544126617,6,32510976,7.4131e-18,HLA-DRB5,ENSG00000198502,12912,downstream,,
rs577174379,6,32510979,7.4131e-18,HLA-DRB5,ENSG00000198502,12915,downstream,,
rs9269536,6,32543923,7.4131e-18,HLA-DRB1,ENSG00000196126,2623,upstream,,
rs9269611,6,32545248,7.4131e-18,HLA-DRB1,ENSG00000196126,1298,upstream,,
rs3134987,6,32642050,7.4131e-18,HLA-DQB1,ENSG00000179344,5890,downstream,,
rs200367341,6,32490296,7.4131e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs115070082,6,32491393,7.4131e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs112875478,6,32497019,7.4131e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs115003145,6,32496949,7.4131e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs76753104,6,32486926,7.4131e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs114066419,6,32490850,7.4131e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9269815,6,32549726,7.58578e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9270742,6,32568200,7.58578e-18,HLA-DRB1,ENSG00000196126,10575,downstream,,
rs77180119,6,32487390,7.58578e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs115198947,6,32487398,7.58578e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9270070,6,32554086,7.58578e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs112709708,6,32482316,7.58578e-18,HLA-DRB5,ENSG00000198502,2804,upstream,,
rs114649104,6,32496686,7.762470000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs78398255,6,32492085,7.762470000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs551634237,6,32496485,7.762470000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs562359765,6,32496477,7.762470000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9271375,6,32587067,9.700630000000001e-18,HLA-DQA1,ENSG00000196735,8889,upstream,,
rs9269545,6,32544145,7.94328e-18,HLA-DRB1,ENSG00000196126,2401,upstream,,
rs9269544,6,32544129,7.94328e-18,HLA-DRB1,ENSG00000196126,2417,upstream,,
rs62391802,6,29695921,1.49796e-12,HLA-F,ENSG00000204642,0,intronic,,
rs28755373,6,32647388,7.94328e-18,HLA-DQB1,ENSG00000179344,11228,downstream,,
rs73726184,6,32491446,7.94328e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs534844654,6,32494112,7.94328e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs73726175,6,32490624,7.94328e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs564743883,6,32497175,7.94328e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9269912,6,32551396,8.128310000000001e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9269914,6,32551416,8.128310000000001e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9269913,6,32551406,8.128310000000001e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9269576,6,32544724,8.128310000000001e-18,HLA-DRB1,ENSG00000196126,1822,upstream,,
rs114463908,6,32891884,8.21675e-18,HLA-DMB,ENSG00000242574,10522,upstream,,
rs114463908,6,32891884,8.21675e-18,XXbac-BPG181M17.5,ENSG00000248993,13257,upstream,,
rs71549272,6,32503154,8.128310000000001e-18,HLA-DRB5,ENSG00000198502,5090,downstream,,
rs9275023,6,32643276,8.128310000000001e-18,HLA-DQB1,ENSG00000179344,7116,downstream,,
rs9275024,6,32643281,8.128310000000001e-18,HLA-DQB1,ENSG00000179344,7121,downstream,,
rs28755372,6,32647383,8.128310000000001e-18,HLA-DQB1,ENSG00000179344,11223,downstream,,
rs76659340,6,32474090,8.128310000000001e-18,HLA-DRB5,ENSG00000198502,11030,upstream,,
rs75800703,6,32474096,8.128310000000001e-18,HLA-DRB5,ENSG00000198502,11024,upstream,,
rs77017079,6,32474095,8.128310000000001e-18,HLA-DRB5,ENSG00000198502,11025,upstream,,
rs73729748,6,32469312,8.128310000000001e-18,HLA-DRB5,ENSG00000198502,15808,upstream,,
rs552368468,6,32494104,8.128310000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs111543935,6,32468718,8.128310000000001e-18,HLA-DRB5,ENSG00000198502,16402,upstream,,
rs201543396,6,25973271,4.8908e-10,TRIM38,ENSG00000112343,0,intronic,,
rs79485855,6,32527253,8.31764e-18,HLA-DRB1,ENSG00000196126,19293,upstream,,
rs1475865,6,31657413,8.31764e-18,CSNK2B-LY6G5B-1181,ENSG00000263020,16090,downstream,,
rs1475865,6,31657413,8.31764e-18,LY6G5B,ENSG00000240053,15860,downstream,,
rs1475865,6,31657413,8.31764e-18,LY6G5C,ENSG00000204428,5596,downstream,,
rs1475865,6,31657413,8.31764e-18,ABHD16A,ENSG00000204427,0,intronic,,
rs1475865,6,31657413,8.31764e-18,XXbac-BPG32J3.20,ENSG00000204422,0,intronic,,
rs1475865,6,31657413,8.31764e-18,LY6G6F,ENSG00000204424,17227,upstream,,
rs1475865,6,31657413,8.31764e-18,MEGT1,ENSG00000250641,17268,upstream,,
rs1475865,6,31657413,8.31764e-18,CSNK2B,ENSG00000204435,19293,downstream,,
rs9270738,6,32568118,8.31764e-18,HLA-DRB1,ENSG00000196126,10493,downstream,,
rs9270734,6,32568085,8.31764e-18,HLA-DRB1,ENSG00000196126,10460,downstream,,
rs9269876,6,32550860,8.31764e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9269461,6,32542161,8.31764e-18,HLA-DRB1,ENSG00000196126,4385,upstream,,
rs9269589,6,32544890,8.31764e-18,HLA-DRB1,ENSG00000196126,1656,upstream,,
rs73395560,6,32514671,8.31764e-18,HLA-DRB5,ENSG00000198502,16607,downstream,,
rs9270142,6,32555253,8.31764e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs72508449,6,32492032,8.31764e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9269527,6,32543691,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,2855,upstream,,
rs9270800,6,32569335,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,11710,downstream,,
rs9270804,6,32569422,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,11797,downstream,,
rs9270802,6,32569392,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,11767,downstream,,
rs9270801,6,32569387,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,11762,downstream,,
rs9271007,6,32574624,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,16999,downstream,,
rs9269867,6,32550683,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9270231,6,32556788,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9269607,6,32545168,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,1378,upstream,,
rs9275032,6,32643839,8.511380000000001e-18,HLA-DQB1,ENSG00000179344,7679,downstream,,
rs73729750,6,32473503,8.511380000000001e-18,HLA-DRB5,ENSG00000198502,11617,upstream,,
rs150967448,6,32478905,8.511380000000001e-18,HLA-DRB5,ENSG00000198502,6215,upstream,,
rs116576223,6,32486948,8.511380000000001e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9270050,6,32553740,8.511380000000001e-18,HLA-DRB1,ENSG00000196126,0,intronic,,
rs113328361,6,32482342,8.511380000000001e-18,HLA-DRB5,ENSG00000198502,2778,upstream,,
rs112399032,6,32510947,8.70964e-18,HLA-DRB5,ENSG00000198502,12883,downstream,,
rs9271008,6,32574628,8.70964e-18,HLA-DRB1,ENSG00000196126,17003,downstream,,
rs9271026,6,32574994,8.70964e-18,HLA-DRB1,ENSG00000196126,17369,downstream,,
rs9270762,6,32568686,8.70964e-18,HLA-DRB1,ENSG00000196126,11061,downstream,,
rs9269587,6,32544880,8.70964e-18,HLA-DRB1,ENSG00000196126,1666,upstream,,
rs2596485,6,31364870,1.957e-12,MICA,ENSG00000204520,6486,upstream,,
rs570540391,6,32494107,8.70964e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs114164610,6,32498960,8.70964e-18,HLA-DRB5,ENSG00000198502,896,downstream,,
rs551005038,6,32494090,8.70964e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs113701066,6,32493427,8.70964e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs78681324,6,32490721,8.70964e-18,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9270751,6,32568383,8.91251e-18,HLA-DRB1,ENSG00000196126,10758,downstream,,
