Dataset,Model,Approach,Question,Model_Answer,Ground_Truth,EM,F1,Accuracy,Success,Precision,Recall,Hits@1,Hits@5,Hits@10,MRR,BLEU,ROUGE-1,ROUGE-L,Semantic_Sim,Latency_ms,Input_Tokens,Output_Tokens,Total_Tokens,LLM_Calls,Confidence,Abstention,Type,Error
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which SNP has the most significant association with pelvic inflammatory disease?,"Entity SNP is not a recognized gene symbol or protein ID. It refers to a single nucleotide polymorphism, which is a type of genetic variation. Therefore, I need to identify specific genes associated with pelvic inflammatory disease (PID) instead.  Thought 2 - CLASSIFY: Since I need to find genes associated with the disease, this will be a one-hop query from Disease to Gene.  Thought 3 - PLAN: I will look for genes that are associated with the disease ""pelvic inflammatory disease"" using the INCREASES_RISK_OF relationship.  Action: query_kg[MATCH (d:Disease {name: 'pelvic inflammatory disease'})<-[:INCREASES_RISK_OF]-(g:Gene) RETURN DISTINCT g.id AS answer LIMIT 50]",{'rs138037854'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,5068.225622,691,154,845,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which gene has the highest risk for neovascular glaucoma?,"Identify entities and their types (the target is a Gene related to neovascular glaucoma, but the Disease ID may be incorrect).   Thought 2 - CLASSIFY: Determine the correct Disease ID for neovascular glaucoma.   Thought 3 - PLAN: Verify the Disease ID for neovascular glaucoma and adjust the query accordingly.   Action: query_kg[MATCH (d:Disease {name: 'neovascular glaucoma'}) RETURN DISTINCT d.id AS answer LIMIT 1]",{'hla-drb1'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,6263.917208,830,94,924,1,0.4,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which genes have high risk for pelvic inflammatory disease?,"Identify the target entity, which is a Disease (pelvic inflammatory disease). However, no specific gene symbols are provided in the question.  Thought 2 - CLASSIFY: This is a one-hop query looking for genes that increase the risk of a specific disease.  Thought 3 - PLAN: Use the INCREASES_RISK_OF relationship to find genes associated with pelvic inflammatory disease.  Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {name: 'pelvic inflammatory disease'}) RETURN DISTINCT g.id AS answer LIMIT 50]","{'clpb', 'armh4'}",0,16.66666667,0,FALSE,0.1,0.5,0,1,1,0.3333333333,0.1,0.1666666667,0.1666666667,0.09090909091,4175.050259,686,119,805,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which genes have strong evidence for affecting otosclerosis?,"Identify entities and their types (no specific entities detected, but the target is Gene).   Thought 2 - CLASSIFY: Determine query type (one-hop query to find genes related to otosclerosis).   Thought 3 - PLAN: Use INCREASES_RISK_OF relationship to Disease, specifically targeting otosclerosis.   Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {name: 'otosclerosis'}) RETURN DISTINCT g.id AS answer LIMIT 50]",{'supt3h'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,4514.791727,687,107,794,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which disease is most affected by gene SPRY1?,Entity SPRY1 is a Gene. Looking for diseases associated with this gene.   Thought 2 - CLASSIFY: One-hop query (gene -> disease)   Thought 3 - PLAN: Use INCREASES_RISK_OF relationship to Disease   Action: query_kg[MATCH (g:Gene {id: 'SPRY1'})-[:INCREASES_RISK_OF]->(d:Disease) RETURN DISTINCT d.name AS answer LIMIT 50],{'bovine respiratory disease complex'},0,0,0,FALSE,0,0,0,0,0,0,0.09523809524,0.16,0.1379310345,0.08695652174,3891.889811,692,93,785,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which disease is most affected by gene HLA-DRB1?,Entity HLA-DRB1 is a Gene. Looking for diseases associated with this gene.   Thought 2 - CLASSIFY: One-hop query (gene -> disease)   Thought 3 - PLAN: Use INCREASES_RISK_OF relationship to Disease   Action: query_kg[MATCH (g:Gene {id: 'HLA-DRB1'})-[:INCREASES_RISK_OF]->(d:Disease) RETURN DISTINCT d.name AS answer LIMIT 50],{'asthma'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,3210.320234,698,99,797,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which genes have high risk for atrial fibrillation?,"Identify entities and their types (no specific entities detected, but the target is Gene).   Thought 2 - CLASSIFY: Determine query type (one-hop query for genes related to atrial fibrillation).   Thought 3 - PLAN: Use INCREASES_RISK_OF relationship to Disease for atrial fibrillation.   Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {name: 'atrial fibrillation'}) RETURN DISTINCT g.id AS answer LIMIT 50]","{'cd96', 'hdac5', 'mtss1', 'gjc1', 'scn10a'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,3299.516201,687,108,795,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which gene has the highest risk for aplastic anemia?,"Identify entities and their types (no specific entities detected, but the target is a Gene related to aplastic anemia).   Thought 2 - CLASSIFY: Determine query type (one-hop query to find Gene associated with aplastic anemia).   Thought 3 - PLAN: Use INCREASES_RISK_OF relationship to Disease (aplastic anemia).   Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {name: 'aplastic anemia'}) RETURN DISTINCT g.id AS answer LIMIT 1]",{'agpat1'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,3479.413033,687,112,799,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which genes have high risk for vascular disease?,"Identify entities and their types (no specific entities detected, but looking for genes related to vascular disease).   Thought 2 - CLASSIFY: Determine query type (one-hop query to find genes associated with a specific disease).   Thought 3 - PLAN: Select relationship path to Disease, specifically looking for genes that increase the risk of vascular disease.   Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {name: 'vascular disease'}) RETURN DISTINCT g.id AS answer LIMIT 50]","{'hla-dqa1', 'hla-dqb1', 'lpa'}",0,30.76923077,0,FALSE,0.2,0.6666666667,0,0,1,0.125,0.2,0.3076923077,0.1538461538,0.1818181818,4591.409445,685,111,796,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which gene has the highest risk for gestational diabetes?,"There are no specific entities detected in the question. However, the target is a Gene related to gestational diabetes.   Thought 2 - CLASSIFY: This is a one-hop query looking for a Gene that increases the risk of gestational diabetes.  Thought 3 - PLAN: I will search for Genes that are associated with the disease of gestational diabetes using the INCREASES_RISK_OF relationship.  Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {name: 'gestational diabetes'}) RETURN DISTINCT g.id AS answer LIMIT 1]",{'insr'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,4468.84346,687,123,810,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which disease is most strongly affected by SNP rs553158035?,"The SNP rs553158035 did not return any results, indicating that it may not be directly linked to a Gene in the knowledge graph. This could mean that the SNP is either not represented in the graph or that it is not associated with any Gene.  Thought 2 - CLASSIFY: Since the SNP did not yield results, I need to consider alternative approaches. I could check if there are any known associations of this SNP with diseases directly, if available, or look for related literature or databases that might provide this information.  Thought 3 - PLAN: I will attempt to find any direct associations of the SNP with diseases, if such a relationship exists in the knowledge graph.  Action: query_kg[MATCH (s:SNP {id: 'rs553158035'})-[:ASSOCIATED_WITH]->(d:Disease) RETURN DISTINCT d.name AS answer LIMIT 50]",{'idiopathic pulmonary fibrosis'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,10049.03531,891,177,1068,1,0.5,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which SNPs have strong causal effects on cardiovascular system disease?,"There are no specific entities detected in the query. The question refers to SNPs (Single Nucleotide Polymorphisms) and their causal effects on cardiovascular system disease, but no specific gene or protein identifiers are provided.  Thought 2 - CLASSIFY: This is a one-hop query targeting the relationship between SNPs and cardiovascular system disease, but without specific entities, I cannot proceed with a direct query.  Thought 3 - PLAN: To answer this question, I would need specific SNP identifiers or related gene/protein information to establish a connection to cardiovascular system disease.  Action: Unable to perform a query due to lack of specific entities. Please provide SNPs or related gene/protein identifiers for further analysis.","{'rs544995974', 'rs117841126', 'rs11591147', 'rs137943060', 'rs8053350'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,8028.300524,862,141,1003,1,0.5,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which SNP has the strongest causal effect on bacterial infectious disease?,"Entity ""SNP"" is not a recognized gene symbol or protein ID. It appears to be a general term rather than a specific entity. Therefore, I need to clarify that SNPs (Single Nucleotide Polymorphisms) are variations in DNA that can be associated with diseases, but they are not directly represented in the knowledge graph as entities.   Thought 2 - CLASSIFY: Since ""SNP"" is not a specific entity, I cannot perform a one-hop query directly related to it. Instead, I would need to identify specific genes associated with bacterial infectious diseases and then look for SNPs related to those genes.  Thought 3 - PLAN: I will first search for genes that are associated with bacterial infectious diseases and then identify any known SNPs related to those genes.   Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {name: 'bacterial infectious disease'}) RETURN DISTINCT g.id AS gene_id LIMIT 50]",{'rs144676801'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,5822.679758,691,202,893,1,0.7,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which SNP has the strongest causal effect on neovascular glaucoma?,"The query did not return any results, indicating that there may be an issue with the disease ID for neovascular glaucoma or that there are no known genes directly associated with it in the knowledge graph.  Thought 2 - CLASSIFY: I need to verify the correct disease ID for neovascular glaucoma and ensure that I am querying the right relationships.  Thought 3 - PLAN: I will first confirm the disease ID for neovascular glaucoma and then re-query for genes associated with that disease.  Action: query_kg[MATCH (d:Disease {name: 'neovascular glaucoma'}) RETURN DISTINCT d.id AS answer LIMIT 50]",{'rs115493740'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,7774.333,871,125,996,1,0.4,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which disease is most strongly affected by SNP rs181156817?,"The query did not return any results, indicating that either the SNP rs181156817 is not directly linked to a gene in the knowledge graph, or the relationship path used may not be correct.   Thought 2 - CLASSIFY: We need to verify the association of the SNP with a gene and then check for diseases associated with that gene. This may involve checking if the SNP is linked to a gene through a different relationship.  Thought 3 - PLAN: First, I will query the knowledge graph to find any gene associated with SNP rs181156817. If a gene is found, I will then look for diseases associated with that gene.  Action: query_kg[MATCH (g:Gene)<-[:ASSOCIATED_WITH]-(s:SNP {id: 'rs181156817'}) RETURN DISTINCT g.id AS gene_id, g.name AS gene_name LIMIT 50]",{'interstitial lung disease'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,10222.89014,886,178,1064,1,0.5,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which SNPs have strong causal effects on essential hypertension?,"Thought 1 - ANALYZE: The question is about SNPs that have strong causal effects on essential hypertension. However, no specific entities such as genes or proteins are provided. The focus is on the relationship between SNPs and the disease essential hypertension.  Thought 2 - CLASSIFY: This is a one-hop query looking for SNPs associated with the disease essential hypertension.  Thought 3 - PLAN: I will search for genes that are known to increase the risk of essential hypertension and then look for any associated SNPs.  Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {id: 'DOID:0050450'}) RETURN DISTINCT g.id AS answer LIMIT 50]","{'rs72681869', 'rs114941496', 'rs3800787', 'rs73181210', 'rs7874497'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,7352.773666,848,150,998,1,0.5,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which SNP has the strongest causal effect on latent autoimmune diabetes in adults?,"Entity ""SNP"" is a type of genetic variant, but it is not a specific gene symbol or protein ID. The question is asking for a specific SNP related to a disease, which suggests a need to identify a gene associated with latent autoimmune diabetes in adults.  Thought 2 - CLASSIFY: This is a one-hop query that likely involves identifying a gene that is associated with the disease ""latent autoimmune diabetes in adults.""  Thought 3 - PLAN: I will look for genes that are known to increase the risk of latent autoimmune diabetes in adults and then identify any associated SNPs if available.   Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {name: 'latent autoimmune diabetes in adults'}) RETURN DISTINCT g.id AS answer LIMIT 50]",{'rs1264372'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,5171.200752,693,164,857,1,0.7,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which SNPs have strong causal effects on alcoholic cardiomyopathy?,"There are no specific entities detected in the question, such as genes, proteins, or diseases. The question refers to SNPs (single nucleotide polymorphisms) and their effects on alcoholic cardiomyopathy, which is a disease.   Thought 2 - CLASSIFY: This is a one-hop query looking for SNPs related to a specific disease, alcoholic cardiomyopathy.  Thought 3 - PLAN: Since the question is about SNPs and their causal effects on a disease, I would need to find the disease entity first and then look for associated SNPs. However, the knowledge graph schema does not explicitly mention SNPs, so I will focus on the disease aspect.  Action: query_kg[MATCH (d:Disease {name: 'alcoholic cardiomyopathy'})<-[:ASSOCIATED_WITH]-(p:Protein) RETURN DISTINCT p.name AS answer LIMIT 50]","{'rs55932213', 'rs1229984', 'rs1260326'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,5101.338387,689,179,868,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which SNP has the strongest causal effect on autoimmune polyendocrine syndrome?,"The disease ""autoimmune polyendocrine syndrome"" may not have been correctly identified with the DOID. I need to verify the correct disease ID and ensure that I am querying the right relationships.  Thought 2 - CLASSIFY: This is still a one-hop query to find genes associated with the correct disease ID.  Thought 3 - PLAN: I will search for the correct DOID for autoimmune polyendocrine syndrome and then find the associated genes.  Action: query_kg[MATCH (d:Disease) WHERE d.name CONTAINS 'autoimmune polyendocrine syndrome' RETURN DISTINCT d.id AS answer LIMIT 50]",{'rs9275602'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,9579.535484,895,129,1024,1,0.4,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which disease is most strongly affected by SNP rs28929474?,"The entity rs28929474 is a SNP, which may not directly correspond to a gene symbol in the knowledge graph. I need to first identify the gene that this SNP is associated with before I can find any related diseases.  Thought 2 - CLASSIFY: This is still a one-hop query, but I need to first find the gene associated with the SNP rs28929474.  Thought 3 - PLAN: I will query the knowledge graph to find the gene that is linked to SNP rs28929474. Once I have the gene, I can then look for diseases associated with that gene.  Action: query_kg[MATCH (g:Gene)<-[:ASSOCIATED_WITH]-(s:SNP {id: 'rs28929474'}) RETURN DISTINCT g.id AS gene_id LIMIT 50]",{'primary biliary cholangitis'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,10745.13817,881,163,1044,1,0.5,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which SNP has the strongest causal effect on atherosclerosis?,"Entity ""SNP"" is a general term and not a specific identifier. It does not correspond to a specific gene symbol or protein ID. I need to identify a specific SNP related to atherosclerosis.  Thought 2 - CLASSIFY: This is not a one-hop query since I need to find a specific SNP and its relationship to atherosclerosis, which may involve multiple steps.  Thought 3 - PLAN: I will first look for genes associated with atherosclerosis and then identify SNPs related to those genes.   Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease {id: 'DOID:2841'}) RETURN DISTINCT g.id AS answer LIMIT 50]",{'rs191440834'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,5408.061504,691,149,840,1,0.4,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which disease is most strongly affected by SNP rs1980080?,"The query did not return any results, indicating that either the SNP rs1980080 is not directly linked to a gene in the knowledge graph, or the relationship used in the query may not be correct.   Thought 2 - CLASSIFY: We need to verify if there is a different relationship or if the SNP is associated with a gene in a different manner.   Thought 3 - PLAN: I will first check if there is a direct association between the SNP and any gene, and then look for diseases associated with that gene. If the direct association does not exist, I may need to explore other relationships or pathways.  Action: query_kg[MATCH (s:SNP {id: 'rs1980080'})-[:ASSOCIATED_WITH]->(g:Gene) RETURN DISTINCT g.id AS answer LIMIT 50]",{'lower respiratory tract disease'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,9120.164633,893,167,1060,1,0.5,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,What biological processes involve the protein encoded by gene UBXN2A?,"Entity UBXN2A is a Gene (symbol). Need to find the protein it encodes, then identify the biological processes associated with that protein.  Thought 2 - CLASSIFY: Multi-hop query (gene -> protein -> biological process)  Thought 3 - PLAN: Chain TRANSLATED_INTO to find the protein, then ASSOCIATED_WITH to Biological_process.  Action: query_kg[MATCH (g:Gene {id: 'UBXN2A'})-[:TRANSLATED_INTO]->(p:Protein)-[:ASSOCIATED_WITH]->(bp:Biological_process) RETURN DISTINCT bp.name AS answer LIMIT 50]","{'golgi organization', 'nuclear membrane reassembly', 'autophagosome assembly', 'negative regulation of erad pathway', 'regulation of protein ubiquitination'}",0,66.66666667,0,FALSE,0.5,1,1,1,1,1,0.5185185185,0.6829268293,0.4727272727,0.5185185185,4238.66868,715,129,844,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,What pathways involve gene ATP6V0A1?,Entity ATP6V0A1 is a Gene (symbol). Need to find pathways associated with this gene.   Thought 2 - CLASSIFY: Multi-hop query (gene -> protein -> pathway)   Thought 3 - PLAN: Chain TRANSLATED_INTO then ANNOTATED_IN_PATHWAY to Pathway   Action: query_kg[MATCH (g:Gene {id: 'ATP6V0A1'})-[:TRANSLATED_INTO]->(p:Protein)-[:ANNOTATED_IN_PATHWAY]->(path:Pathway) RETURN DISTINCT path.name AS answer LIMIT 50],"{'ros and rns production in phagocytes', 'neutrophil degranulation', 'transferrin endocytosis and recycling', 'ion channel transport', 'insulin receptor recycling'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.6666666667,1,4168.442488,712,122,834,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,In which tissues is gene C11orf24's protein expressed?,"Entity C11orf24 is a Gene symbol. I need to find the protein associated with this gene and then determine the tissues in which this protein is expressed.  Thought 2 - CLASSIFY: This is a one-hop query (gene -> protein -> tissue).  Thought 3 - PLAN: First, I will find the protein translated from the gene C11orf24, and then I will look for the tissues associated with that protein.  Action: query_kg[MATCH (g:Gene {id: 'C11orf24'})-[:TRANSLATED_INTO]->(p:Protein)-[:ASSOCIATED_WITH]->(t:Tissue) RETURN DISTINCT t.name AS answer LIMIT 50]","{'hek-293 cell', 'uterine cervix', 'internal female genital organ', 'lymphoblast', 'hematopoietic system'}",0,66.66666667,0,FALSE,0.5,1,1,1,1,1,0.6470588235,0.7857142857,0.5517241379,0.6470588235,4225.468397,689,141,830,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,What biological processes involve the protein encoded by gene PIAS1?,"Entity PIAS1 is a Gene (symbol). Need to find the protein it encodes, then identify the biological processes associated with that protein.   Thought 2 - CLASSIFY: Multi-hop query (gene -> protein -> biological process)   Thought 3 - PLAN: Chain TRANSLATED_INTO then ASSOCIATED_WITH to Biological_process   Action: query_kg[MATCH (g:Gene {id: 'PIAS1'})-[:TRANSLATED_INTO]->(p:Protein)-[:ASSOCIATED_WITH]->(bp:Biological_process) RETURN DISTINCT bp.name AS answer LIMIT 50]","{'regulation of transcription by rna polymerase ii', 'positive regulation of smooth muscle cell differentiation', 'visual learning', 'protein sumoylation', 'positive regulation of dna-templated transcription'}",0,66.66666667,0,FALSE,0.5,1,1,1,1,1,0.7391304348,0.85,0.5428571429,0.7391304348,5130.312681,719,124,843,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,What pathways involve gene AUTS2?,"Entity AUTS2 is a Gene (symbol). Need to find the associated protein first, then the pathways it is involved in.   Thought 2 - CLASSIFY: Multi-hop query (gene -> protein -> pathway)   Thought 3 - PLAN: Chain TRANSLATED_INTO then ANNOTATED_IN_PATHWAY to Pathway   Action: query_kg[MATCH (g:Gene {id: 'AUTS2'})-[:TRANSLATED_INTO]->(p:Protein)-[:ANNOTATED_IN_PATHWAY]->(path:Pathway) RETURN DISTINCT path.name AS answer LIMIT 50]",{'runx1 interacts with co-factors whose precise effect on runx1 targets is not known'},0,100,0,FALSE,1,1,1,1,1,1,1,1,1,1,3751.710176,714,123,837,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,In which tissues is gene MADD's protein expressed?,"Entity MADD is a Gene symbol. I need to find the protein associated with this gene and then identify the tissues where this protein is expressed.  Thought 2 - CLASSIFY: This is a one-hop query (gene -> protein -> tissue).  Thought 3 - PLAN: First, I will find the protein translated from the gene MADD, and then I will look for the tissues associated with that protein.  Action: query_kg[MATCH (g:Gene {id: 'MADD'})-[:TRANSLATED_INTO]->(p:Protein)-[:ASSOCIATED_WITH]->(t:Tissue) RETURN DISTINCT t.name AS answer LIMIT 50]","{'t-cell chronic lymphocytic leukemia cell', 'kidney cell line', 'blood vessel', 'thyroid cancer cell', 'leukemia cell line'}",0,66.66666667,0,FALSE,0.5,1,1,1,1,1,0.55,0.7096774194,0.5238095238,0.55,3724.755049,691,134,825,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,What protein does gene ERBIN translate into?,Entity ERBIN is a Gene. Looking for the protein it translates into.   Thought 2 - CLASSIFY: One-hop query (gene -> protein)   Thought 3 - PLAN: Use TRANSLATED_INTO relationship to Protein   Action: query_kg[MATCH (g:Gene {id: 'ERBIN'})-[:TRANSLATED_INTO]->(p:Protein) RETURN DISTINCT p.name AS answer LIMIT 50],{'erbin'},0,100,0,FALSE,1,1,1,1,1,1,1,1,1,1,3353.698492,689,89,778,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,What biological processes involve the protein encoded by gene SPI1?,"Entity SPI1 is a Gene (symbol). Need to find the protein it encodes, then identify the biological processes associated with that protein.   Thought 2 - CLASSIFY: Multi-hop query (gene -> protein -> biological process)   Thought 3 - PLAN: Chain TRANSLATED_INTO then ASSOCIATED_WITH to Biological_process   Action: query_kg[MATCH (g:Gene {id: 'SPI1'})-[:TRANSLATED_INTO]->(p:Protein)-[:ASSOCIATED_WITH]->(bp:Biological_process) RETURN DISTINCT bp.name AS answer LIMIT 50]","{'endothelial to hematopoietic transition', 'pro-t cell differentiation', 'positive regulation of transcription by rna polymerase ii', 'regulation of dna-templated transcription', 'positive regulation of mirna transcription'}",0,66.66666667,0,FALSE,0.5,1,1,1,1,1,0.5862068966,0.7391304348,0.5316455696,0.5862068966,3419.921875,717,122,839,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,What pathways involve gene YEATS2?,"Entity YEATS2 is a Gene (symbol). Need to find the protein translated from this gene, then identify the pathways associated with that protein.  Thought 2 - CLASSIFY: Multi-hop query (gene -> protein -> pathway)  Thought 3 - PLAN: Chain TRANSLATED_INTO then ANNOTATED_IN_PATHWAY to Pathway  Action: query_kg[MATCH (g:Gene {id: 'YEATS2'})-[:TRANSLATED_INTO]->(p:Protein)-[:ANNOTATED_IN_PATHWAY]->(path:Pathway) RETURN DISTINCT path.name AS answer LIMIT 50]","{'formation of wdr5-containing histone-modifying complexes', 'hats acetylate histones'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.625,1,3484.916449,714,124,838,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,In which tissues is gene PPA2's protein expressed?,"Entity PPA2 is a Gene symbol. I need to find the protein associated with this gene and then determine the tissues in which this protein is expressed.   Thought 2 - CLASSIFY: This is a one-hop query (gene -> protein -> tissue).   Thought 3 - PLAN: First, I will find the protein translated from the gene PPA2, and then I will look for the tissues associated with that protein.   Action: query_kg[MATCH (g:Gene {id: 'PPA2'})-[:TRANSLATED_INTO]->(p:Protein)-[:ASSOCIATED_WITH]->(t:Tissue) RETURN DISTINCT t.name AS answer LIMIT 50]","{'breast cancer cell line', 'mcf-7 cell', 'jugular vein', 'callus', 'oviductal fluid'}",0,66.66666667,0,FALSE,0.5,1,1,1,1,1,0.5882352941,0.7407407407,0.4,0.5882352941,4525.805712,693,141,834,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,What protein does gene SIPA1L3 translate into?,Entity SIPA1L3 is a Gene symbol. Looking for the protein it translates into.   Thought 2 - CLASSIFY: One-hop query (gene -> protein)   Thought 3 - PLAN: Use TRANSLATED_INTO relationship to Protein   Action: query_kg[MATCH (g:Gene {id: 'SIPA1L3'})-[:TRANSLATED_INTO]->(p:Protein) RETURN DISTINCT p.name AS answer LIMIT 50],{'sipa1l3'},0,100,0,FALSE,1,1,1,1,1,1,1,1,1,1,3323.670626,688,96,784,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,What biological processes involve the protein encoded by gene KIF23?,"Entity KIF23 is a Gene (symbol). Need to find the protein first, then the biological processes associated with it.   Thought 2 - CLASSIFY: Multi-hop query (gene -> protein -> biological process)   Thought 3 - PLAN: Chain TRANSLATED_INTO then ASSOCIATED_WITH to Biological_process   Action: query_kg[MATCH (g:Gene {id: 'KIF23'})-[:TRANSLATED_INTO]->(p:Protein)-[:ASSOCIATED_WITH]->(bp:Biological_process) RETURN DISTINCT bp.name AS answer LIMIT 50]","{'mitotic spindle midzone assembly', 'mitotic cytokinesis', 'mitotic spindle elongation', 'positive regulation of cytokinesis', 'microtubule-based movement'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.8,1,4211.883545,719,120,839,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which diseases has gene ARHGAP27 been linked to as a risk factor?,Entity ARHGAP27 is a Gene symbol. Looking for diseases linked to this gene as a risk factor.   Thought 2 - CLASSIFY: One-hop query (gene -> disease)   Thought 3 - PLAN: Use INCREASES_RISK_OF relationship to Disease   Action: query_kg[MATCH (g:Gene {id: 'ARHGAP27'})-[:INCREASES_RISK_OF]->(d:Disease) RETURN DISTINCT d.name AS answer LIMIT 50],"{'osteoarthritis', 'chronic lymphocytic leukemia', 'cancer', 'primary biliary cholangitis', 'coronary artery disease', 'multiple sclerosis', 'stroke volume'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.4666666667,1,3146.540403,698,100,798,1,0.75,0,N/A,
BioResonKGBench,GPT-4o-mini,ReAct-COT,Which diseases does SNP rs4478449 have a putative causal effect on?,"Entity rs4478449 is a SNP, which may not directly correspond to a Gene symbol in the knowledge graph. I need to verify if there is a gene associated with this SNP that could lead to diseases.  Thought 2 - CLASSIFY: This is still a one-hop query, but I need to first find the gene associated with the SNP before looking for diseases.  Thought 3 - PLAN: I will search for any genes that are linked to the SNP rs4478449 and then check for diseases associated with those genes.  Action: query_kg[MATCH (g:Gene)-[:INCREASES_RISK_OF]->(d:Disease) WHERE g.id IN (SELECT g.id FROM query_kg MATCH (s:SNP {id: 'rs4478449'})-[:ASSOCIATED_WITH]->(g:Gene) RETURN g.id) RETURN DISTINCT d.name AS answer LIMIT 50]","{'arthropathy', 'eye diseases hereditary', 'hereditary central nervous system demyelinating diseases', 'muckle-wells syndrome', 'hodgkins lymphoma mixed cellularity', 'type 2 diabetes mellitus', 'type 1 diabetes mellitus', 'phosphorus metabolism disease', 'diabetic retinopathy', 'iron metabolism disease', 'nervous system disease', 'ulcerative colitis', 'multiple sclerosis', 'asthma', 'systemic lupus erythematosus'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,11519.37723,863,183,1046,1,0.5,0,N/A,
